node,epoch,train_loss,val_loss
8017,8,0.02056379687218439,0.01673037846921943
8017,9,0.018866261841837692,0.01638201226402695
8017,10,0.018151541003986957,0.013825725647620857
8018,1,0.36140228695258864,0.0715900043455454
8018,2,0.055922563428558954,0.038518994831695005
8018,3,0.03685244022891289,0.02821074419010144
8018,4,0.030806248471504306,0.0263377559156372
8018,5,0.027783745082049834,0.022220393033841483
8018,6,0.025006813846710253,0.025980467406603005
8018,7,0.023444913186859793,0.02046200890953724
8018,8,0.021913650799996968,0.02046352608774144
8018,9,0.021319970524892574,0.017370382914892755
8018,10,0.01967370044440031,0.017186670349194452
8019,1,0.5944254390554491,0.2139513087578309
8019,2,0.12398648439766535,0.05143556533715664
8019,3,0.05031611792304937,0.03835812115516418
8019,4,0.03996658636853586,0.03407614019054633
8019,5,0.03535246928192042,0.02949508570898802
8019,6,0.03153778126865041,0.026634655319727384
8019,7,0.028950193957760443,0.025291523585716884
8019,8,0.027198452453792484,0.023225511257082988
8019,9,0.024598323417450087,0.020960581154586412
8019,10,0.02273478568379396,0.01751731639393629
8020,1,0.6134393718093634,0.23070592337693924
8020,2,0.15227030341823897,0.06987012473818584
8020,3,0.060090411036538005,0.04374902528256942
8020,4,0.04514466076850509,0.03295670148844902
8020,5,0.03783240994343009,0.025913411799149636
8020,6,0.03193247930194514,0.023963750005723573
8020,7,0.02978632306584563,0.02409261207167919
8020,8,0.029425949097061768,0.0226624116826898
8020,9,0.024359944986943632,0.018917893465512838
8020,10,0.02309050222930427,0.020101436891425878
8021,1,0.3945075272423465,0.13826501627381033
8021,2,0.06459581592097514,0.029665241537329096
8021,3,0.03088121797162585,0.027653149239575632
8021,4,0.025160178401303,0.019274847210349087
8021,5,0.021281117668784245,0.017867599428147793
8021,6,0.019404559428008592,0.01467569673863741
8021,7,0.017235551093046256,0.012961380989648975
8021,8,0.0160153843189885,0.012709464900231419
8021,9,0.015016058743817777,0.012403839805091802
8021,10,0.013804217393896201,0.011845397883847069
8022,1,0.5752134814955829,0.17880107042116997
8022,2,0.09511777656335457,0.048760741184919305
8022,3,0.04469095633115644,0.034216815032638036
8022,4,0.033690275989618955,0.024922313694006357
8022,5,0.027666194960961933,0.02299905396424807
8022,6,0.024357116014203605,0.019888644512647238
8022,7,0.022018338212731227,0.01771309768828826
8022,8,0.020911735190334273,0.01645846125216056
8022,9,0.019362493174674075,0.01606856725918941
8022,10,0.019032066097495214,0.01575499441092595
8023,1,0.5513505729195339,0.18738768765559563
8023,2,0.11868988800477358,0.04338564699850021
8023,3,0.03932330236325856,0.030451752961828157
8023,4,0.03120296736996548,0.024620379345157206
8023,5,0.026910196892381492,0.021758093188206356
8023,6,0.02475105176734574,0.01916401730611538
8023,7,0.023356795870985082,0.018952157205114
8023,8,0.022207808272998317,0.017865141567129355
8023,9,0.020095855253292064,0.017322553656040095
8023,10,0.020125948574418337,0.016072412881140526
8024,1,0.5348307558081367,0.1846377154191335
8024,2,0.1281357921974419,0.044686635669607386
8024,3,0.033920108776104144,0.024540353327607498
8024,4,0.024695555123125577,0.020638480997429445
8024,5,0.022372692254940412,0.01904670039239602
8024,6,0.02040214869254208,0.017328739906541813
8024,7,0.01907266659492796,0.016709156549320772
8024,8,0.018720228618083447,0.01631311341547049
8024,9,0.017489047188844,0.015350159377050705
8024,10,0.017851907723619567,0.01748865945503498
8025,1,0.501452463639505,0.163528734374614
8025,2,0.09708835200378389,0.04465346552786373
8025,3,0.03994940563359044,0.0357221949047276
8025,4,0.03226912940541903,0.030200187116861343
8025,5,0.027545231862953216,0.030201105001781667
8025,6,0.025353881107135254,0.024316188435824143
8025,7,0.023804169057896642,0.02351912206393622
8025,8,0.022272753122855315,0.026444624155937207
8025,9,0.021728157195629497,0.02373652131341043
8025,10,0.020562996675796582,0.020640739949331396
8026,1,0.6862599764551435,0.16638236741224924
8026,2,0.10023906497986286,0.048506271762725636
8026,3,0.03948899466157347,0.02913112460802763
8026,4,0.029118001787596708,0.02661978314893368
8026,5,0.025433040115159827,0.023639918639300726
8026,6,0.023738118160709545,0.02164141630801635
8026,7,0.02194486870793263,0.020391980305505104
8026,8,0.02040531041173192,0.01938269105859292
8026,9,0.02022998564114625,0.0267756942850657
8026,10,0.019672731348833482,0.0170797971674265
8027,1,0.5631462435901554,0.2097710772202565
8027,2,0.12477799173858431,0.04566685349131242
8027,3,0.04233240520009418,0.03429607249414309
8027,4,0.03496695763973239,0.030710875128324214
8027,5,0.03168084319023525,0.029406088428237498
8027,6,0.029917690306414967,0.029749057040764734
8027,7,0.02852674033127579,0.027769194653209966
8027,8,0.027081840215068237,0.027081859942812186
8027,9,0.026423282714353666,0.025426078468370132
8027,10,0.025634581965753456,0.024880745328771763
8028,1,0.5622286809061816,0.20962409533205487
8028,2,0.13305939254378843,0.09157956959236235
8028,3,0.07150853057196754,0.04888438349146219
8028,4,0.04720948238349603,0.037049287220551855
8028,5,0.03764343976662188,0.031547773274637404
8028,6,0.0338987314928613,0.029115970800852493
8028,7,0.030606364686332065,0.028883259965195543
8028,8,0.027747770353125596,0.026806058118208534
8028,9,0.024913359076498512,0.022751229327349437
8028,10,0.022928276919051558,0.02209661765733645
8029,1,0.3961686487241489,0.14808363739687663
8029,2,0.07342323985223363,0.030492687633690927
8029,3,0.029148330457690285,0.02376701360425124
8029,4,0.024062296121222217,0.01886238992357483
8029,5,0.02112014724804861,0.017742822555681832
8029,6,0.019322417385694457,0.017444072362895195
8029,7,0.017684346196673265,0.019597806770784352
8029,8,0.0158723520251309,0.013898409459775744
8029,9,0.014842425931881113,0.012625894876411902
8029,10,0.013563575532014777,0.011249606891606864
8030,1,0.6700465069487204,0.21360450180677268
8030,2,0.10833884541894875,0.05713676833189451
8030,3,0.051070143036495624,0.03857003357739021
8030,4,0.041841099184809945,0.03390069210376495
8030,5,0.03741541771473838,0.03237899359411154
8030,6,0.03551307573817135,0.03157706353335808
8030,7,0.03432360807665033,0.029018492557299443
8030,8,0.03262740501440039,0.028833568908083133
8030,9,0.03148003316977445,0.027480720470731076
8030,10,0.03055619656601373,0.028486911016396988
8031,1,0.5643457154822505,0.20011006410305315
8031,2,0.1485653903603164,0.04349408437235233
8031,3,0.0357226150999077,0.028343240754344523
8031,4,0.02570033242645996,0.02128329722640606
8031,5,0.022832231456109513,0.018420045526745994
8031,6,0.020307207029629376,0.0185291523543688
8031,7,0.018792281286437916,0.016941042712483652
8031,8,0.018005037753313195,0.015598102568242794
8031,9,0.017435213745711674,0.014959571166680409
8031,10,0.01668731588870287,0.01467117134672709
8032,1,0.5316143800425374,0.16429633819139922
8032,2,0.10635460423780423,0.0410246894432184
8032,3,0.029246170512017083,0.02102129242550104
8032,4,0.021203720796049808,0.01971446784834067
8032,5,0.01904267803735398,0.016582550803342692
8032,6,0.01702290742347638,0.016247224134321395
8032,7,0.016520932882878127,0.0157407562320049
8032,8,0.015540292389155214,0.01751519334860719
8032,9,0.014847179351289288,0.013879475159904895
8032,10,0.014422008353802893,0.013943170471928822
8033,1,0.5493571881959641,0.18556402852902046
8033,2,0.12967710608458208,0.04367484668126473
8033,3,0.03499675419157237,0.02488435933796259
8033,4,0.026655892713689337,0.02200134077037756
8033,5,0.023729349115218214,0.01928073337349372
8033,6,0.021713342389785777,0.018449960610805415
8033,7,0.021044417747046823,0.019653050252833426
8033,8,0.020532127999353642,0.016908504044971406
8033,9,0.01942827805170631,0.01728597178291052
8033,10,0.01901656774548339,0.017035815840921342
8034,1,0.5457378435466025,0.14881954542020473
8034,2,0.10388424334886634,0.0751200274723332
8034,3,0.06367730556262864,0.051100734121552326
8034,4,0.048702807487620986,0.04217479268952114
8034,5,0.04127789203675441,0.036341369220214643
8034,6,0.0360670693701616,0.031625999887360305
8034,7,0.03303558809429775,0.03068263431238692
8034,8,0.02899863732472798,0.026630586285780116
8034,9,0.027433549036720285,0.026321457676226047
8034,10,0.026017740891993414,0.023490285069295545
8035,1,0.47434573489076953,0.10417675054990329
8035,2,0.10264938246775297,0.09103067114185064
8035,3,0.06116251968869976,0.04119084159342142
8035,4,0.037640821066946765,0.029727095785813454
8035,5,0.03184567880055873,0.027686431574133728
8035,6,0.02854147219872163,0.024233613234873
8035,7,0.025502832782960016,0.02603060694841238
8035,8,0.024925476494032185,0.02300701906474737
8035,9,0.023419588919899433,0.020213139697145194
8035,10,0.022088153549512615,0.020594054355453223
8036,1,0.5901293765906005,0.11101183485846187
8036,2,0.06973485228175308,0.043383260192566137
8036,3,0.03906247929305012,0.02804527212973944
8036,4,0.03018759625653426,0.023408922670019226
8036,5,0.02510352213785314,0.0212745028006476
8036,6,0.02287516468994276,0.018981638169565867
8036,7,0.020755843362874456,0.017458915970353192
8036,8,0.01959930172418816,0.016637176166959974
8036,9,0.01807551685045337,0.016458943551189677
8036,10,0.016614687999394553,0.01702906446921271
8037,1,0.646575940931155,0.2100222573066369
8037,2,0.1468152479798186,0.07862757872312497
8037,3,0.06820754022672286,0.053614865797452435
8037,4,0.05301621738894313,0.045706274561010875
8037,5,0.046252363574465896,0.043094600909031354
8037,6,0.03965160323708665,0.03405765322251962
8037,7,0.035400556631727156,0.037380281740274184
8037,8,0.032387334573405244,0.029126659417763736
8037,9,0.03023640756659648,0.027880005084742338
8037,10,0.028424281389543823,0.025548066346882246
8038,1,0.831862102926167,0.7538372171230805
8038,2,0.34096724281903185,0.13154308039408463
8038,3,0.10832224068006659,0.08024898792306583
8038,4,0.07963097950114924,0.06746266266474357
8038,5,0.07022850785185308,0.061581347042169325
8038,6,0.06321992062860066,0.05588664124027277
8038,7,0.0602424499743125,0.05534837098839956
8038,8,0.05804143558725033,0.05298999649209854
8038,9,0.05549522462526178,0.050163726202952556
8038,10,0.0522804917049369,0.04640224026754881
8039,1,0.7027774769204115,0.08982977337944202
8039,2,0.07858231020908729,0.06720493304041716
8039,3,0.06760426705666617,0.0582838695591841
8039,4,0.05576006610409107,0.04699631551137337
8039,5,0.048398919220940737,0.04083131917585165
8039,6,0.04403000987238354,0.03777432050078343
8039,7,0.04172151411573092,0.035063138900276944
8039,8,0.03952732653010125,0.03193188033615931
8039,9,0.03697085981957274,0.032457916400371455
8039,10,0.03571979263249565,0.029088952268163364
8040,1,0.5605504686390262,0.06239655355994518
8040,2,0.05940912795417449,0.04591858004912352
8040,3,0.044229024217701425,0.030091595573303025
8040,4,0.03089325500080009,0.024349867796095517
8040,5,0.027460453459639954,0.021120617715403054
8040,6,0.02545624527033248,0.020322076689738493
8040,7,0.02343286840500785,0.018900159579248
8040,8,0.021901333716764948,0.019570677899397336
8040,9,0.020575886038345058,0.017744962436457474
8040,10,0.019718329872619483,0.016893691001221154
8041,1,0.52717727870723,0.13960564537690237
8041,2,0.08083522215096,0.03881540402579002
8041,3,0.033750327961409796,0.022994680282397147
8041,4,0.025932269262186454,0.01972990793486436
8041,5,0.02287901675608618,0.020857809517437067
8041,6,0.0211905493565342,0.01995302880039582
8041,7,0.019682530922437803,0.017100915862008546
8041,8,0.018651547993904626,0.016155109931834232
8041,9,0.0178202929498713,0.015950531770403568
8041,10,0.017155755396469744,0.015091681638016151
8042,1,0.5465642255700491,0.19810551404953003
8042,2,0.1201193210200157,0.0440210317954039
8042,3,0.03766583272688139,0.028696338431193277
8042,4,0.030413495108874793,0.026642876271253977
8042,5,0.027643910201351627,0.02431013621389866
8042,6,0.026137654748714826,0.02367194550923812
8042,7,0.024206439934037868,0.023336745941868194
8042,8,0.023365945043955363,0.023038464813278273
8042,9,0.02226283191855437,0.02264804966174639
8042,10,0.02178749499319036,0.022074342251588136
